magnemite,25,35,70,95,95,45,270,89
magneton,50,60,95,120,120,70,395,161
farfetchd,52,65,55,58,58,60,290,94
doduo,35,85,45,35,35,75,275,96
dodrio,60,110,70,60,60,100,400,158
seel,65,45,55,70,70,45,280,100
dewgong,90,70,80,95,95,70,405,176
grimer,80,80,50,40,40,25,275,90
muk,105,105,75,65,65,50,400,157
shellder,30,65,100,45,45,40,280,97
cloyster,50,95,180,85,85,70,480,203
gastly,30,35,30,100,100,80,275,95
haunter,45,50,45,115,115,95,350,126
gengar,60,65,60,130,130,110,425,190
onix,35,45,160,30,30,70,340,108
drowzee,60,48,45,90,90,42,285,102
hypno,85,73,70,115,115,67,410,165
krabby,30,105,90,25,25,50,300,115
kingler,55,130,115,50,50,75,425,206
voltorb,40,30,50,55,55,100,275,103
electrode,60,50,70,80,80,140,400,150
exeggcute,60,40,80,60,60,40,280,98
exeggutor,95,95,85,125,125,55,455,212
cubone,50,50,95,40,40,35,270,87
marowak,60,80,110,50,50,45,345,124
hitmonlee,50,120,53,35,35,87,345,139
hitmonchan,50,105,79,35,35,76,345,140
lickitung,90,55,75,60,60,30,310,127
koffing,40,65,95,60,60,35,295,114
weezing,65,90,120,85,85,60,420,173
rhyhorn,80,85,95,30,30,25,315,135
rhydon,105,130,120,45,45,40,440,204
chansey,250,5,5,105,105,50,415,255
tangela,65,55,115,100,100,60,395,166
kangaskhan,105,95,80,40,40,90,410,175
horsea,30,40,70,70,70,60,270,83
seadra,55,65,95,95,95,85,395,155
goldeen,45,67,60,50,50,63,285,111
seaking,80,92,65,80,80,68,385,170
staryu,30,45,55,70,70,85,285,106
starmie,60,75,85,100,100,115,435,207
mr-mime,40,45,65,100,100,90,340,136
scyther,70,110,80,55,55,105,420,187
jynx,65,50,35,95,95,95,340,137
electabuzz,65,83,57,85,85,105,395,156
magmar,65,95,57,85,85,93,395,167
pinsir,65,125,100,55,55,85,430,200
tauros,75,100,95,70,70,110,450,211
magikarp,20,10,55,20,20,80,185,20
gyarados,95,125,79,100,100,81,480,214
lapras,130,85,80,95,95,60,450,219
ditto,48,48,48,48,48,48,240,61
eevee,55,55,50,65,65,55,280,92
vaporeon,130,65,60,110,110,65,430,196
jolteon,65,65,60,110,110,130,430,197
flareon,65,130,60,110,110,65,430,198
porygon,65,60,70,75,75,40,310,130
omanyte,35,40,100,90,90,35,300,120
omastar,70,60,125,115,115,55,425,199
kabuto,30,80,90,45,45,55,300,119
kabutops,60,115,105,70,70,80,430,201
aerodactyl,80,105,65,60,60,130,440,202
snorlax,160,110,65,65,65,30,430,154
articuno,90,85,100,125,125,85,485,215
zapdos,90,90,85,125,125,100,490,216
moltres,90,100,90,125,125,90,495,217
dratini,41,64,45,50,50,50,250,67
dragonair,61,84,65,70,70,70,350,144
dragonite,91,134,95,100,100,80,500,218
mewtwo,106,110,90,154,154,130,590,220
mew,100,100,100,100,100,100,500,64
,,,,,,,,64
,,,,,,,,141
,,,,,,,,208
,,,,,,,,65
,,,,,,,,142
,,,,,,,,209
,,,,,,,,66
,,,,,,,,143
,,,,,,,,210
,,,,,,,,57
,,,,,,,,116
,,,,,,,,58
,,,,,,,,162
,,,,,,,,54
,,,,,,,,134
,,,,,,,,54
,,,,,,,,134
,,,,,,,,204
,,,,,,,,90
,,,,,,,,156
,,,,,,,,42
,,,,,,,,37
,,,,,,,,39
,,,,,,,,74
,,,,,,,,114
,,,,,,,,73
,,,,,,,,171
,,,,,,,,59
,,,,,,,,117
,,,,,,,,194
,,,,,,,,184
,,,,,,,,58
,,,,,,,,153
,,,,,,,,135
,,,,,,,,185
,,,,,,,,74
,,,,,,,,136
,,,,,,,,176
,,,,,,,,94
,,,,,,,,52
,,,,,,,,146
,,,,,,,,147
,,,,,,,,52
,,,,,,,,137
,,,,,,,,197
,,,,,,,,197
,,,,,,,,107
,,,,,,,,164
,,,,,,,,147
,,,,,,,,61
,,,,,,,,177
,,,,,,,,149
,,,,,,,,60
,,,,,,,,118
,,,,,,,,75
,,,,,,,,108
,,,,,,,,196
,,,,,,,,63
,,,,,,,,178
,,,,,,,,100
,,,,,,,,200
,,,,,,,,80
,,,,,,,,200
,,,,,,,,132
,,,,,,,,124
,,,,,,,,189
,,,,,,,,78
,,,,,,,,154
,,,,,,,,78
,,,,,,,,160
,,,,,,,,113
,,,,,,,,78
,,,,,,,,164
,,,,,,,,183
,,,,,,,,168
,,,,,,,,168
,,,,,,,,114
,,,,,,,,204
,,,,,,,,207
,,,,,,,,124
,,,,,,,,189
,,,,,,,,180
,,,,,,,,165
,,,,,,,,106
,,,,,,,,91
,,,,,,,,138
,,,,,,,,87
,,,,,,,,106
,,,,,,,,117
,,,,,,,,200
,,,,,,,,255
,,,,,,,,216
,,,,,,,,217
,,,,,,,,215
,,,,,,,,67
,,,,,,,,144
,,,,,,,,218
,,,,,,,,220
,,,,,,,,220
,,,,,,,,64
,,,,,,,,65
,,,,,,,,141
,,,,,,,,208
,,,,,,,,65
,,,,,,,,142
,,,,,,,,209
,,,,,,,,65
,,,,,,,,143
,,,,,,,,210
,,,,,,,,55
,,,,,,,,128
,,,,,,,,60
,,,,,,,,128
,,,,,,,,54
,,,,,,,,71
,,,,,,,,161
,,,,,,,,72
,,,,,,,,160
,,,,,,,,74
,,,,,,,,141
,,,,,,,,181
,,,,,,,,74
,,,,,,,,141
,,,,,,,,181
,,,,,,,,59
,,,,,,,,162
,,,,,,,,64
,,,,,,,,164
,,,,,,,,70
,,,,,,,,140
,,,,,,,,208
,,,,,,,,63
,,,,,,,,128
,,,,,,,,65
,,,,,,,,165
,,,,,,,,83
,,,,,,,,126
,,,,,,,,210
,,,,,,,,65
,,,,,,,,155
,,,,,,,,95
,,,,,,,,68
,,,,,,,,126
,,,,,,,,184
,,,,,,,,87
,,,,,,,,184
,,,,,,,,33
,,,,,,,,108
,,,,,,,,65
,,,,,,,,138
,,,,,,,,98
,,,,,,,,98
,,,,,,,,96
,,,,,,,,152
,,,,,,,,205
,,,,,,,,91
,,,,,,,,153
,,,,,,,,104
,,,,,,,,168
,,,,,,,,120
,,,,,,,,120
,,,,,,,,146
,,,,,,,,146
,,,,,,,,152
,,,,,,,,75
,,,,,,,,168
,,,,,,,,88
,,,,,,,,175
,,,,,,,,137
,,,,,,,,206
,,,,,,,,88
,,,,,,,,175
,,,,,,,,161
,,,,,,,,89
,,,,,,,,164
,,,,,,,,85
,,,,,,,,73
,,,,,,,,126
,,,,,,,,197
,,,,,,,,97
,,,,,,,,177
,,,,,,,,74
,,,,,,,,188
,,,,,,,,165
,,,,,,,,165
,,,,,,,,150
,,,,,,,,150
,,,,,,,,92
,,,,,,,,158
,,,,,,,,111
,,,,,,,,161
,,,,,,,,58
,,,,,,,,189
,,,,,,,,121
,,,,,,,,201
,,,,,,,,119
,,,,,,,,200
,,,,,,,,61
,,,,,,,,213
,,,,,,,,145
,,,,,,,,132
,,,,,,,,97
,,,,,,,,179
,,,,,,,,97
,,,,,,,,179
,,,,,,,,169
,,,,,,,,147
,,,,,,,,174
,,,,,,,,44
,,,,,,,,74
,,,,,,,,187
,,,,,,,,75
,,,,,,,,128
,,,,,,,,192
,,,,,,,,142
,,,,,,,,178
,,,,,,,,178
,,,,,,,,198
,,,,,,,,110
,,,,,,,,89
,,,,,,,,144
,,,,,,,,218
,,,,,,,,103
,,,,,,,,153
,,,,,,,,210
,,,,,,,,217
,,,,,,,,216
,,,,,,,,215
,,,,,,,,211
,,,,,,,,211
,,,,,,,,218
,,,,,,,,218
,,,,,,,,220
,,,,,,,,215
,,,,,,,,215
