jolteon,0,0,0,0,0,2,2,197
flareon,0,2,0,0,0,0,2,198
porygon,0,0,0,1,0,0,1,130
omanyte,0,0,1,0,0,0,1,99
omastar,0,0,2,0,0,0,2,199
kabuto,0,0,1,0,0,0,1,99
kabutops,0,2,0,0,0,0,2,199
aerodactyl,0,0,0,0,0,2,2,202
snorlax,2,0,0,0,0,0,2,154
articuno,0,0,0,0,3,0,3,215
zapdos,0,0,0,3,0,0,3,216
moltres,0,0,0,3,0,0,3,217
dratini,0,1,0,0,0,0,1,67
dragonair,0,2,0,0,0,0,2,144
dragonite,0,3,0,0,0,0,3,218
mewtwo,0,0,0,3,0,0,3,220
mew,3,0,0,0,0,0,3,64
chikorita,0,0,0,0,1,0,1,64
bayleef,0,0,1,0,1,0,2,141
meganium,0,0,1,0,2,0,3,208
cyndaquil,0,0,0,0,0,1,1,65
quilava,0,0,0,1,0,1,2,142
typhlosion,0,0,0,3,0,0,3,209
totodile,0,1,0,0,0,0,1,66
croconaw,0,1,1,0,0,0,2,143
feraligatr,0,2,1,0,0,0,3,210
sentret,0,1,0,0,0,0,1,57
furret,0,0,0,0,0,2,2,116
hoothoot,1,0,0,0,0,0,1,58
noctowl,2,0,0,0,0,0,2,162
ledyba,0,0,0,0,1,0,1,54
ledian,0,0,0,0,2,0,2,134
spinarak,0,1,0,0,0,0,1,54
ariados,0,2,0,0,0,0,2,134
crobat,0,0,0,0,0,3,3,204
chinchou,1,0,0,0,0,0,1,90
lanturn,2,0,0,0,0,0,2,156
pichu,0,0,0,0,0,1,1,42
cleffa,0,0,0,0,1,0,1,37
igglybuff,1,0,0,0,0,0,1,39
togepi,0,0,0,0,1,0,1,74
togetic,0,0,0,0,2,0,2,114
natu,0,0,0,1,0,0,1,73
xatu,0,0,0,1,0,1,2,171
mareep,0,0,0,1,0,0,1,59
flaaffy,0,0,0,2,0,0,2,117
ampharos,0,0,0,3,0,0,3,194
bellossom,0,0,0,0,3,0,3,184
marill,2,0,0,0,0,0,2,58
azumarill,3,0,0,0,0,0,3,153
sudowoodo,0,0,2,0,0,0,2,135
politoed,0,0,0,0,3,0,3,185
hoppip,0,0,0,0,1,0,1,74
skiploom,0,0,0,0,0,2,2,136
jumpluff,0,0,0,0,0,3,3,176
aipom,0,0,0,0,0,1,1,94
sunkern,0,0,0,1,0,0,1,52
sunflora,0,0,0,2,0,0,2,146
yanma,0,0,0,0,0,1,1,147
wooper,1,0,0,0,0,0,1,52
quagsire,2,0,0,0,0,0,2,137
espeon,0,0,0,2,0,0,2,197
umbreon,0,0,0,0,2,0,2,197
murkrow,0,0,0,0,0,1,1,107
slowking,0,0,0,0,3,0,3,164
misdreavus,0,0,0,0,1,0,1,147
unown,0,1,0,1,0,0,2,61
wobbuffet,2,0,0,0,0,0,2,177
girafarig,0,0,0,2,0,0,2,149
pineco,0,0,1,0,0,0,1,60
forretress,0,0,2,0,0,0,2,118
dunsparce,1,0,0,0,0,0,1,125
gligar,0,0,1,0,0,0,1,108
steelix,0,0,2,0,0,0,2,196
snubbull,0,1,0,0,0,0,1,63
granbull,0,2,0,0,0,0,2,178
qwilfish,0,1,0,0,0,0,1,100
scizor,0,2,0,0,0,0,2,200
shuckle,0,0,1,0,1,0,2,80
heracross,0,2,0,0,0,0,2,200
sneasel,0,0,0,0,0,1,1,132
teddiursa,0,1,0,0,0,0,1,124
ursaring,0,2,0,0,0,0,2,189
slugma,0,0,0,1,0,0,1,78
magcargo,0,0,2,0,0,0,2,154
swinub,0,1,0,0,0,0,1,78
piloswine,1,1,0,0,0,0,2,160
corsola,0,0,1,0,1,0,2,113
remoraid,0,0,0,1,0,0,1,78
octillery,0,1,0,1,0,0,2,164
delibird,0,0,0,0,0,1,1,183
mantine,0,0,0,0,2,0,2,168
skarmory,0,0,2,0,0,0,2,168
houndour,0,0,0,1,0,0,1,114
houndoom,0,0,0,2,0,0,2,204
kingdra,0,1,0,1,1,0,3,207
phanpy,1,0,0,0,0,0,1,124
donphan,0,1,1,0,0,0,2,189
porygon2,0,0,0,2,0,0,2,180
stantler,0,1,0,0,0,0,1,165
smeargle,0,0,0,0,0,1,1,106
tyrogue,0,1,0,0,0,0,1,91
hitmontop,0,0,0,0,2,0,2,138
smoochum,0,0,0,1,0,0,1,87
elekid,0,0,0,0,0,1,1,106
magby,0,0,0,0,0,1,1,117
miltank,0,0,2,0,0,0,2,200
blissey,3,0,0,0,0,0,3,255
raikou,0,0,0,1,0,2,3,216
entei,1,2,0,0,0,0,3,217
suicune,0,0,1,0,2,0,3,215
larvitar,0,1,0,0,0,0,1,67
pupitar,0,2,0,0,0,0,2,144
tyranitar,0,3,0,0,0,0,3,218
lugia,0,0,0,0,3,0,3,220
ho-oh,0,0,0,0,3,0,3,220
celebi,3,0,0,0,0,0,3,64
treecko,0,0,0,0,0,1,1,65
grovyle,0,0,0,0,0,2,2,141
sceptile,0,0,0,0,0,3,3,208
torchic,0,0,0,1,0,0,1,65
combusken,0,1,0,1,0,0,2,142
blaziken,0,3,0,0,0,0,3,209
mudkip,0,1,0,0,0,0,1,65
marshtomp,0,2,0,0,0,0,2,143
swampert,0,3,0,0,0,0,3,210
poochyena,0,1,0,0,0,0,1,55
mightyena,0,2,0,0,0,0,2,128
zigzagoon,0,0,0,0,0,1,1,60
linoone,0,0,0,0,0,2,2,128
wurmple,1,0,0,0,0,0,1,54
silcoon,0,0,2,0,0,0,2,72
beautifly,0,0,0,3,0,0,3,161
cascoon,0,0,2,0,0,0,2,72
dustox,0,0,0,0,3,0,3,161
lotad,0,0,0,0,1,0,1,74
lombre,0,0,0,0,2,0,2,141
ludicolo,0,0,0,0,3,0,3,181
seedot,0,0,1,0,0,0,1,74
nuzleaf,0,2,0,0,0,0,2,141
shiftry,0,3,0,0,0,0,3,181
taillow,0,0,0,0,0,1,1,59
swellow,0,0,0,0,0,2,2,162
wingull,0,0,0,0,0,1,1,64
pelipper,0,0,2,0,0,0,2,164
ralts,0,0,0,1,0,0,1,70
kirlia,0,0,0,2,0,0,2,140
gardevoir,0,0,0,3,0,0,3,208
surskit,0,0,0,0,0,1,1,63
masquerain,0,0,0,1,1,0,2,128
shroomish,1,0,0,0,0,0,1,65
breloom,0,2,0,0,0,0,2,165
slakoth,1,0,0,0,0,0,1,83
vigoroth,0,0,0,0,0,2,2,126
slaking,3,0,0,0,0,0,3,210
nincada,0,0,1,0,0,0,1,65
ninjask,0,0,0,0,0,2,2,155
shedinja,2,0,0,0,0,0,2,95
whismur,1,0,0,0,0,0,1,68
loudred,2,0,0,0,0,0,2,126
exploud,3,0,0,0,0,0,3,184
makuhita,1,0,0,0,0,0,1,87
hariyama,2,0,0,0,0,0,2,184
azurill,1,0,0,0,0,0,1,33
nosepass,0,0,1,0,0,0,1,108
skitty,0,0,0,0,0,1,1,65
delcatty,1,0,0,0,0,1,2,138
sableye,0,1,1,0,0,0,2,98
mawile,0,1,1,0,0,0,2,98
aron,0,0,1,0,0,0,1,96
lairon,0,0,2,0,0,0,2,152
aggron,0,0,3,0,0,0,3,205
meditite,0,0,0,0,0,1,1,91
medicham,0,0,0,0,0,2,2,153
electrike,0,0,0,0,0,1,1,104
manectric,0,0,0,0,0,2,2,168
plusle,0,0,0,0,0,1,1,120
minun,0,0,0,0,0,1,1,120
volbeat,0,0,0,0,0,1,1,146
illumise,0,0,0,0,0,1,1,146
roselia,0,0,0,2,0,0,2,152
gulpin,1,0,0,0,0,0,1,75
swalot,2,0,0,0,0,0,2,168
carvanha,0,1,0,0,0,0,1,88
sharpedo,0,2,0,0,0,0,2,175
wailmer,1,0,0,0,0,0,1,137
wailord,2,0,0,0,0,0,2,206
numel,0,0,0,1,0,0,1,88
camerupt,0,1,0,1,0,0,2,175
torkoal,0,0,2,0,0,0,2,161
spoink,0,0,0,0,1,0,1,89
grumpig,0,0,0,0,2,0,2,164
spinda,0,0,0,1,0,0,1,85
trapinch,0,1,0,0,0,0,1,73
vibrava,0,1,0,0,0,1,2,126
flygon,0,1,0,0,0,2,3,197
cacnea,0,0,0,1,0,0,1,97
cacturne,0,1,0,1,0,0,2,177
swablu,0,0,0,0,1,0,1,74
altaria,0,0,0,0,2,0,2,188
zangoose,0,2,0,0,0,0,2,165
seviper,0,1,0,1,0,0,2,165
lunatone,0,0,0,2,0,0,2,150
solrock,0,2,0,0,0,0,2,150
barboach,1,0,0,0,0,0,1,92
whiscash,2,0,0,0,0,0,2,158
corphish,0,1,0,0,0,0,1,111
crawdaunt,0,2,0,0,0,0,2,161
baltoy,0,0,0,0,1,0,1,58
claydol,0,0,0,0,2,0,2,189
lileep,0,0,0,0,1,0,1,99
cradily,0,0,0,0,2,0,2,199
anorith,0,1,0,0,0,0,1,99
armaldo,0,2,0,0,0,0,2,199
feebas,0,0,0,0,0,1,1,61
milotic,0,0,0,0,2,0,2,213
castform,1,0,0,0,0,0,1,145
kecleon,0,0,0,0,1,0,1,132
shuppet,0,1,0,0,0,0,1,97
banette,0,2,0,0,0,0,2,179
duskull,0,0,0,0,1,0,1,97
dusclops,0,0,1,0,1,0,2,179
tropius,2,0,0,0,0,0,2,169
chimecho,0,0,0,1,1,0,2,147
absol,0,2,0,0,0,0,2,174
wynaut,1,0,0,0,0,0,1,44
snorunt,1,0,0,0,0,0,1,74
glalie,2,0,0,0,0,0,2,187
spheal,1,0,0,0,0,0,1,75
sealeo,2,0,0,0,0,0,2,128
walrein,3,0,0,0,0,0,3,192
clamperl,0,0,1,0,0,0,1,142
huntail,0,1,1,0,0,0,2,178
gorebyss,0,0,0,2,0,0,2,178
relicanth,1,0,1,0,0,0,2,198
luvdisc,0,0,0,0,0,1,1,110
bagon,0,1,0,0,0,0,1,89
shelgon,0,0,2,0,0,0,2,144
salamence,0,3,0,0,0,0,3,218
beldum,0,0,1,0,0,0,1,103
metang,0,0,2,0,0,0,2,153
metagross,0,0,3,0,0,0,3,210
regirock,0,0,3,0,0,0,3,217
regice,0,0,0,0,3,0,3,216
registeel,0,0,2,0,1,0,3,215
latias,0,0,0,0,3,0,3,211
latios,0,0,0,3,0,0,3,211
kyogre,0,0,0,3,0,0,3,218
groudon,0,3,0,0,0,0,3,218
rayquaza,0,2,0,1,0,0,3,220
jirachi,3,0,0,0,0,0,3,215
deoxys,0,1,0,1,0,1,3,215
turtwig,0,1,0,0,0,0,1,64
grotle,0,1,1,0,0,0,2,141
torterra,0,2,1,0,0,0,3,208
chimchar,0,0,0,0,0,1,1,65
monferno,0,0,0,1,0,1,2,142
infernape,0,1,0,1,0,1,3,209
piplup,0,0,0,1,0,0,1,66
prinplup,0,0,0,2,0,0,2,143
empoleon,0,0,0,3,0,0,3,210
starly,0,0,0,0,0,1,1,56
staravia,0,0,0,0,0,2,2,113
staraptor,0,3,0,0,0,0,3,172
bidoof,1,0,0,0,0,0,1,58
bibarel,0,2,0,0,0,0,2,116
kricketot,0,0,1,0,0,0,1,54
kricketune,0,2,0,0,0,0,2,159
shinx,0,1,0,0,0,0,1,60
luxio,0,2,0,0,0,0,2,117
luxray,0,3,0,0,0,0,3,194
budew,0,0,0,1,0,0,1,68
roserade,0,0,0,3,0,0,3,204
cranidos,0,1,0,0,0,0,1,99
rampardos,0,2,0,0,0,0,2,199
shieldon,0,0,1,0,0,0,1,99
bastiodon,0,0,2,0,0,0,2,199
burmy,0,0,0,0,1,0,1,61
wormadam,0,0,0,0,2,0,2,159
mothim,0,1,0,1,0,0,2,159
combee,0,0,0,0,0,1,1,63
vespiquen,0,0,1,0,1,0,2,188
pachirisu,0,0,0,0,0,1,1,120
buizel,0,0,0,0,0,1,1,75
floatzel,0,0,0,0,0,2,2,178
cherubi,0,0,0,1,0,0,1,68
cherrim,0,0,0,2,0,0,2,133
shellos,1,0,0,0,0,0,1,73
gastrodon,2,0,0,0,0,0,2,176
ambipom,0,0,0,0,0,2,2,186
drifloon,1,0,0,0,0,0,1,127
drifblim,2,0,0,0,0,0,2,204
buneary,0,0,0,0,0,1,1,84
lopunny,0,0,0,0,0,2,2,178
mismagius,0,0,0,1,1,0,2,187
honchkrow,0,2,0,0,0,0,2,187
glameow,0,0,0,0,0,1,1,71
purugly,0,0,0,0,0,2,2,183
chingling,0,0,0,1,0,0,1,74
stunky,0,0,0,0,0,1,1,79
skuntank,2,0,0,0,0,0,2,209
bronzor,0,0,1,0,0,0,1,72
bronzong,0,0,1,0,1,0,2,188
bonsly,0,0,1,0,0,0,1,68
mime-jr,0,0,0,0,1,0,1,78
happiny,1,0,0,0,0,0,1,255
chatot,0,1,0,0,0,0,1,107
spiritomb,0,0,1,0,1,0,2,168
gible,0,1,0,0,0,0,1,67
gabite,0,2,0,0,0,0,2,144
garchomp,0,3,0,0,0,0,3,218
munchlax,1,0,0,0,0,0,1,94
riolu,0,1,0,0,0,0,1,72
lucario,0,1,0,1,0,0,2,204
hippopotas,0,0,1,0,0,0,1,95
hippowdon,0,0,2,0,0,0,2,198
skorupi,0,0,1,0,0,0,1,114
drapion,0,0,2,0,0,0,2,204
croagunk,0,1,0,0,0,0,1,83
toxicroak,0,2,0,0,0,0,2,181
carnivine,0,2,0,0,0,0,2,164
finneon,0,0,0,0,0,1,1,90
lumineon,0,0,0,0,0,2,2,156
mantyke,0,0,0,0,1,0,1,108
snover,0,1,0,0,0,0,1,131
abomasnow,0,1,0,1,0,0,2,214
weavile,0,1,0,0,0,1,2,199
magnezone,0,0,0,3,0,0,3,211
lickilicky,3,0,0,0,0,0,3,193
rhyperior,0,3,0,0,0,0,3,217
tangrowth,0,0,2,0,0,0,2,211
electivire,0,3,0,0,0,0,3,199
magmortar,0,0,0,3,0,0,3,199
togekiss,0,0,0,2,1,0,3,220
yanmega,0,2,0,0,0,0,2,198
leafeon,0,0,2,0,0,0,2,196
glaceon,0,0,0,2,0,0,2,196
gliscor,0,0,2,0,0,0,2,192
mamoswine,0,3,0,0,0,0,3,207
porygon-z,0,0,0,3,0,0,3,185
gallade,0,3,0,0,0,0,3,208
probopass,0,0,1,0,2,0,3,198
dusknoir,0,0,1,0,2,0,3,210
froslass,0,0,0,0,0,2,2,187
rotom,0,0,0,1,0,1,2,132
uxie,0,0,2,0,1,0,3,210
mesprit,0,1,0,1,1,0,3,210
azelf,0,2,0,1,0,0,3,210
dialga,0,0,0,3,0,0,3,220
palkia,0,0,0,3,0,0,3,220
heatran,0,0,0,3,0,0,3,215
regigigas,0,3,0,0,0,0,3,220
giratina,3,0,0,0,0,0,3,220
cresselia,0,0,0,0,3,0,3,210
phione,1,0,0,0,0,0,1,165
manaphy,3,0,0,0,0,0,3,215
darkrai,0,0,0,2,0,1,3,210
shaymin,3,0,0,0,0,0,3,64
arceus,3,0,0,0,0,0,3,255
