starmie,60,75,85,100,85,115,520,207
mr-mime,40,45,65,100,120,90,460,136
scyther,70,110,80,55,80,105,500,187
jynx,65,50,35,115,95,95,455,137
electabuzz,65,83,57,95,85,105,490,156
magmar,65,95,57,100,85,93,495,167
pinsir,65,125,100,55,70,85,500,200
tauros,75,100,95,40,70,110,490,211
magikarp,20,10,55,15,20,80,200,20
gyarados,95,125,79,60,100,81,540,214
lapras,130,85,80,85,95,60,535,219
ditto,48,48,48,48,48,48,288,61
eevee,55,55,50,45,65,55,325,92
vaporeon,130,65,60,110,95,65,525,196
jolteon,65,65,60,110,95,130,525,197
flareon,65,130,60,95,110,65,525,198
porygon,65,60,70,85,75,40,395,130
omanyte,35,40,100,90,55,35,355,120
omastar,70,60,125,115,70,55,495,199
kabuto,30,80,90,55,45,55,355,119
kabutops,60,115,105,65,70,80,495,201
aerodactyl,80,105,65,60,75,130,515,202
snorlax,160,110,65,65,110,30,540,154
articuno,90,85,100,95,125,85,580,215
zapdos,90,90,85,125,90,100,580,216
moltres,90,100,90,125,85,90,580,217
dratini,41,64,45,50,50,50,300,67
dragonair,61,84,65,70,70,70,420,144
dragonite,91,134,95,100,100,80,600,218
mewtwo,106,110,90,154,90,130,680,220
mew,100,100,100,100,100,100,600,64
chikorita,45,49,65,49,65,45,318,64
bayleef,60,62,80,63,80,60,405,141
meganium,80,82,100,83,100,80,525,208
cyndaquil,39,52,43,60,50,65,309,65
quilava,58,64,58,80,65,80,405,142
typhlosion,78,84,78,109,85,100,534,209
totodile,50,65,64,44,48,43,314,66
croconaw,65,80,80,59,63,58,405,143
feraligatr,85,105,100,79,83,78,530,210
sentret,35,46,34,35,45,20,215,57
furret,85,76,64,45,55,90,415,116
hoothoot,60,30,30,36,56,50,262,58
noctowl,100,50,50,76,96,70,442,162
ledyba,40,20,30,40,80,55,265,54
ledian,55,35,50,55,110,85,390,134
spinarak,40,60,40,40,40,30,250,54
ariados,70,90,70,60,60,40,390,134
crobat,85,90,80,70,80,130,535,204
chinchou,75,38,38,56,56,67,330,90
lanturn,125,58,58,76,76,67,460,156
pichu,20,40,15,35,35,60,205,42
cleffa,50,25,28,45,55,15,218,37
igglybuff,90,30,15,40,20,15,210,39
togepi,35,20,65,40,65,20,245,74
togetic,55,40,85,80,105,40,405,114
natu,40,50,45,70,45,70,320,73
xatu,65,75,70,95,70,95,470,171
mareep,55,40,40,65,45,35,280,59
flaaffy,70,55,55,80,60,45,365,117
ampharos,90,75,75,115,90,55,500,194
bellossom,75,80,85,90,100,50,480,184
marill,70,20,50,20,50,40,250,58
azumarill,100,50,80,50,80,50,410,153
sudowoodo,70,100,115,30,65,30,410,135
politoed,90,75,75,90,100,70,500,185
hoppip,35,35,40,35,55,50,250,74
skiploom,55,45,50,45,65,80,340,136
jumpluff,75,55,70,55,85,110,450,176
aipom,55,70,55,40,55,85,360,94
sunkern,30,30,30,30,30,30,180,52
sunflora,75,75,55,105,85,30,425,146
yanma,65,65,45,75,45,95,390,147
wooper,55,45,45,25,25,15,210,52
quagsire,95,85,85,65,65,35,430,137
espeon,65,65,60,130,95,110,525,197
umbreon,95,65,110,60,130,65,525,197
murkrow,60,85,42,85,42,91,405,107
slowking,95,75,80,100,110,30,490,164
misdreavus,60,60,60,85,85,85,435,147
unown,48,72,48,72,48,48,336,61
wobbuffet,190,33,58,33,58,33,405,177
girafarig,70,80,65,90,65,85,455,149
pineco,50,65,90,35,35,15,290,60
forretress,75,90,140,60,60,40,465,118
dunsparce,100,70,70,65,65,45,415,75
gligar,65,75,105,35,65,85,430,108
steelix,75,85,200,55,65,30,510,196
snubbull,60,80,50,40,40,30,300,63
granbull,90,120,75,60,60,45,450,178
qwilfish,65,95,75,55,55,85,430,100
scizor,70,130,100,55,80,65,500,200
shuckle,20,10,230,10,230,5,505,80
heracross,80,125,75,40,95,85,500,200
sneasel,55,95,55,35,75,115,430,132
teddiursa,60,80,50,50,50,40,330,124
ursaring,90,130,75,75,75,55,500,189
slugma,40,40,40,70,40,20,250,78
magcargo,50,50,120,80,80,30,410,154
swinub,50,50,40,30,30,50,250,78
piloswine,100,100,80,60,60,50,450,160
corsola,55,55,85,65,85,35,380,113
remoraid,35,65,35,65,35,65,300,78
octillery,75,105,75,105,75,45,480,164
delibird,45,55,45,65,45,75,330,183
mantine,65,40,70,80,140,70,465,168
skarmory,65,80,140,40,70,70,465,168
houndour,45,60,30,80,50,65,330,114
houndoom,75,90,50,110,80,95,500,204
kingdra,75,95,95,95,95,85,540,207
phanpy,90,60,60,40,40,40,330,124
donphan,90,120,120,60,60,50,500,189
porygon2,85,80,90,105,95,60,515,180
stantler,73,95,62,85,65,85,465,165
smeargle,55,20,35,20,45,75,250,106
tyrogue,35,35,35,35,35,35,210,91
hitmontop,50,95,95,35,110,70,455,138
smoochum,45,30,15,85,65,65,305,87
elekid,45,63,37,65,55,95,360,106
magby,45,75,37,70,55,83,365,117
miltank,95,80,105,40,70,100,490,200
blissey,255,10,10,75,135,55,540,255
raikou,90,85,75,115,100,115,580,216
entei,115,115,85,90,75,100,580,217
suicune,100,75,115,90,115,85,580,215
larvitar,50,64,50,45,50,41,300,67
pupitar,70,84,70,65,70,51,410,144
tyranitar,100,134,110,95,100,61,600,218
lugia,106,90,130,90,154,110,680,220
ho-oh,106,130,90,110,154,90,680,220
celebi,100,100,100,100,100,100,600,64
